method,rank,query_artist,query_song,query_genre,match_artist,match_song,match_genre,score
raw inner product,2,Il Divo,Hasta Mi Final,classical,Johnny Prez,Te Vuelvo Loca,reggae,496.0
raw inner product,3,Il Divo,Hasta Mi Final,classical,Violadores del Verso,Cantando,hip hop,495.0
raw inner product,1,Taylor Swift,Crazier,country,Lauryn Hill,Interlude 5,r&b/soul,5210.0
raw inner product,2,Taylor Swift,Crazier,country,Twista,I'm A Winner (Amended Album Version),hip hop,4547.0
raw inner product,3,Taylor Swift,Crazier,country,Danity Kane,Hold Me Down (Album Version),r&b/soul,3817.0
raw inner product,1,Taylor Swift,Fifteen,country,Lauryn Hill,Interlude 5,r&b/soul,9661.0
raw inner product,2,Taylor Swift,Fifteen,country,Twista,I'm A Winner (Amended Album Version),hip hop,7351.0
raw inner product,3,Taylor Swift,Fifteen,country,Eminem,My Darling,hip hop,6194.0
raw inner product,1,Taylor Swift,Change,country,Lauryn Hill,Interlude 5,r&b/soul,4066.0
raw inner product,2,Taylor Swift,Change,country,Vanilla Ice,Ice Is Workin' It,hip hop,2498.0
raw inner product,3,Taylor Swift,Change,country,Daft Punk,Touch It / Technologic,electronic,2455.0
raw inner product,1,Toby Keith,You Can't Read My Mind,country,Lauryn Hill,Interlude 5,r&b/soul,5014.0
raw inner product,2,Toby Keith,You Can't Read My Mind,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3924.0
raw inner product,3,Toby Keith,You Can't Read My Mind,country,Twista,I'm A Winner (Amended Album Version),hip hop,3840.0
raw inner product,1,Johnny Cash,Man In White,country,Lauryn Hill,Interlude 5,r&b/soul,6988.0
raw inner product,2,Johnny Cash,Man In White,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,6505.0
raw inner product,3,Johnny Cash,Man In White,country,Eminem,8 Mile,hip hop,4945.0
raw inner product,1,Rascal Flatts,Holes,country,Lauryn Hill,Interlude 5,r&b/soul,4084.0
raw inner product,2,Rascal Flatts,Holes,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3243.0
raw inner product,3,Rascal Flatts,Holes,country,Twista,I'm A Winner (Amended Album Version),hip hop,3005.0
raw inner product,1,Sugarland,Baby Girl,country,Lauryn Hill,Interlude 5,r&b/soul,5955.0
raw inner product,2,Sugarland,Baby Girl,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,5550.0
raw inner product,3,Sugarland,Baby Girl,country,Twista,I'm A Winner (Amended Album Version),hip hop,4906.0
raw inner product,1,Billy Currington,Growin' Up Down There,country,Lauryn Hill,Interlude 5,r&b/soul,2515.0
raw inner product,2,Billy Currington,Growin' Up Down There,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2423.0
raw inner product,3,Billy Currington,Growin' Up Down There,country,Twista,I'm A Winner (Amended Album Version),hip hop,1961.0
raw inner product,1,Billy Currington,Hangin' Around,country,Lauryn Hill,Interlude 5,r&b/soul,5022.0
raw inner product,2,Billy Currington,Hangin' Around,country,Twista,I'm A Winner (Amended Album Version),hip hop,4542.0
raw inner product,3,Billy Currington,Hangin' Around,country,Erykah Badu,I Want You,r&b/soul,3645.0
raw inner product,1,Billy Currington,Here I Am,country,Lauryn Hill,Interlude 5,r&b/soul,3109.0
raw inner product,2,Billy Currington,Here I Am,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2835.0
raw inner product,3,Billy Currington,Here I Am,country,Twista,I'm A Winner (Amended Album Version),hip hop,2564.0
raw inner product,1,Billy Currington,She's Got A Way With Me,country,Lauryn Hill,Interlude 5,r&b/soul,2809.0
raw inner product,2,Billy Currington,She's Got A Way With Me,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2606.0
raw inner product,3,Billy Currington,She's Got A Way With Me,country,Twiztid,She Ain't Afraid,hip hop,2436.0
raw inner product,1,Billy Currington,That's How Country Boys Roll,country,Lauryn Hill,Interlude 5,r&b/soul,3190.0
raw inner product,2,Billy Currington,That's How Country Boys Roll,country,Michael Jackson,Man In The Mirror,pop,2087.0
raw inner product,3,Billy Currington,That's How Country Boys Roll,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2038.0
raw inner product,1,Billy Currington,Where The Girls Are,country,Lauryn Hill,Interlude 5,r&b/soul,3566.0
raw inner product,2,Billy Currington,Where The Girls Are,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2353.0
raw inner product,3,Billy Currington,Where The Girls Are,country,Eminem,My Darling,hip hop,1938.0
raw inner product,1,Johnny Cash,Daddy Sang Bass,country,Lauryn Hill,Interlude 5,r&b/soul,2915.0
raw inner product,2,Johnny Cash,Daddy Sang Bass,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2559.0
raw inner product,3,Johnny Cash,Daddy Sang Bass,country,The Pharcyde,Otha Fish,hip hop,2200.0
raw inner product,1,Johnny Cash,I Don't Know Where I'm Bound,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,4199.0
raw inner product,2,Johnny Cash,I Don't Know Where I'm Bound,country,Eminem,8 Mile,hip hop,4173.0
raw inner product,3,Johnny Cash,I Don't Know Where I'm Bound,country,R. Kelly,I Mean (I Don't Mean It),r&b/soul,3998.0
raw inner product,1,Johnny Cash,I Was There When It Happened,country,Lauryn Hill,Interlude 5,r&b/soul,4157.0
raw inner product,2,Johnny Cash,I Was There When It Happened,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3696.0
raw inner product,3,Johnny Cash,I Was There When It Happened,country,Eminem,8 Mile,hip hop,3431.0
raw inner product,1,Johnny Cash,The Big Battle,country,Lauryn Hill,Interlude 5,r&b/soul,3952.0
raw inner product,2,Johnny Cash,The Big Battle,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3028.0
raw inner product,3,Johnny Cash,The Big Battle,country,Eminem,My Darling,hip hop,2502.0
raw inner product,1,Johnny Cash,A Thing Called Love,country,Lauryn Hill,Interlude 5,r&b/soul,2983.0
raw inner product,2,Johnny Cash,A Thing Called Love,country,Michael Jackson,Man In The Mirror,pop,2310.0
raw inner product,3,Johnny Cash,A Thing Called Love,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2168.0
raw inner product,1,Johnny Cash,You Dreamer You,country,Lauryn Hill,Interlude 5,r&b/soul,4434.0
raw inner product,2,Johnny Cash,You Dreamer You,country,Twista,I'm A Winner (Amended Album Version),hip hop,3783.0
raw inner product,3,Johnny Cash,You Dreamer You,country,Erykah Badu,I Want You,r&b/soul,3295.0
raw inner product,1,Johnny Cash,I Walk The Line,country,Lauryn Hill,Interlude 5,r&b/soul,3771.0
raw inner product,2,Johnny Cash,I Walk The Line,country,Twista,I'm A Winner (Amended Album Version),hip hop,3353.0
raw inner product,3,Johnny Cash,I Walk The Line,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3267.0
raw inner product,1,Johnny Cash,Life's Railway To Heaven,country,Lauryn Hill,Interlude 5,r&b/soul,629.0
raw inner product,2,Johnny Cash,Life's Railway To Heaven,country,Michael Jackson,Man In The Mirror,pop,486.0
raw inner product,3,Johnny Cash,Life's Railway To Heaven,country,The Pharcyde,Otha Fish,hip hop,459.0
raw inner product,1,Darius Rucker,If I Had Wings,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3022.0
raw inner product,2,Darius Rucker,If I Had Wings,country,Lauryn Hill,Interlude 5,r&b/soul,3006.0
raw inner product,3,Darius Rucker,If I Had Wings,country,Eminem,8 Mile,hip hop,2863.0
raw inner product,1,Luke Bryan,Pray About Everything,country,Mindless Self Indulgence,Never Wanted to Dance,punk,2125.0
raw inner product,2,Luke Bryan,Pray About Everything,country,Lauryn Hill,Interlude 5,r&b/soul,2120.0
raw inner product,3,Luke Bryan,Pray About Everything,country,R. Kelly,I Mean (I Don't Mean It),r&b/soul,1998.0
raw inner product,1,Keith Urban,Your Everything,country,Lauryn Hill,Interlude 5,r&b/soul,6064.0
raw inner product,2,Keith Urban,Your Everything,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,4590.0
raw inner product,3,Keith Urban,Your Everything,country,Twista,I'm A Winner (Amended Album Version),hip hop,4571.0
raw inner product,1,Toby Keith,A Little Too Late,country,Lauryn Hill,Interlude 5,r&b/soul,2668.0
raw inner product,2,Toby Keith,A Little Too Late,country,Michael Jackson,Man In The Mirror,pop,1994.0
raw inner product,3,Toby Keith,A Little Too Late,country,Rufio,Over It (Acoustic),punk,1876.0
raw inner product,1,Toby Keith,Who's Your Daddy?,country,Lauryn Hill,Interlude 5,r&b/soul,3735.0
raw inner product,2,Toby Keith,Who's Your Daddy?,country,Twista,I'm A Winner (Amended Album Version),hip hop,3243.0
raw inner product,3,Toby Keith,Who's Your Daddy?,country,Eminem,My Darling,hip hop,3238.0
raw inner product,1,Toby Keith,A Woman's Touch,country,Lauryn Hill,Interlude 5,r&b/soul,1783.0
raw inner product,2,Toby Keith,A Woman's Touch,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1706.0
raw inner product,3,Toby Keith,A Woman's Touch,country,Michael Jackson,Man In The Mirror,pop,1346.0
raw inner product,1,Toby Keith,Big Ol' Truck,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3201.0
raw inner product,2,Toby Keith,Big Ol' Truck,country,Lauryn Hill,Interlude 5,r&b/soul,3016.0
raw inner product,3,Toby Keith,Big Ol' Truck,country,Michael Jackson,Man In The Mirror,pop,2922.0
raw inner product,1,Toby Keith,Blue Bedroom,country,Lauryn Hill,Interlude 5,r&b/soul,4244.0
raw inner product,2,Toby Keith,Blue Bedroom,country,Twista,I'm A Winner (Amended Album Version),hip hop,3642.0
raw inner product,3,Toby Keith,Blue Bedroom,country,Eminem,My Darling,hip hop,3111.0
raw inner product,1,Toby Keith,It's All Good,country,Lauryn Hill,Interlude 5,r&b/soul,3697.0
raw inner product,2,Toby Keith,It's All Good,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3044.0
raw inner product,3,Toby Keith,It's All Good,country,Vanilla Ice,Ice Is Workin' It,hip hop,2401.0
raw inner product,1,Toby Keith,Sweet,country,Lauryn Hill,Interlude 5,r&b/soul,6004.0
raw inner product,2,Toby Keith,Sweet,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,5723.0
raw inner product,3,Toby Keith,Sweet,country,Twista,I'm A Winner (Amended Album Version),hip hop,5029.0
raw inner product,1,Toby Keith,You Shouldn't Kiss Me Like This,country,Lauryn Hill,Interlude 5,r&b/soul,5745.0
raw inner product,2,Toby Keith,You Shouldn't Kiss Me Like This,country,Twista,I'm A Winner (Amended Album Version),hip hop,4144.0
raw inner product,3,Toby Keith,You Shouldn't Kiss Me Like This,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3735.0
raw inner product,1,Sara Evans,A Real Fine Place To Start,country,Lauryn Hill,Interlude 5,r&b/soul,3085.0
raw inner product,2,Sara Evans,A Real Fine Place To Start,country,Twista,I'm A Winner (Amended Album Version),hip hop,2497.0
raw inner product,3,Sara Evans,A Real Fine Place To Start,country,Michael Jackson,Man In The Mirror,pop,2206.0
raw inner product,1,Kenny Rogers,Endless love,country,Lauryn Hill,Interlude 5,r&b/soul,4698.0
raw inner product,2,Kenny Rogers,Endless love,country,Twista,I'm A Winner (Amended Album Version),hip hop,3862.0
raw inner product,3,Kenny Rogers,Endless love,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3466.0
raw inner product,1,Blake Shelton,Love Gets In The Way (Album Version),country,Lauryn Hill,Interlude 5,r&b/soul,3847.0
raw inner product,2,Blake Shelton,Love Gets In The Way (Album Version),country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3846.0
raw inner product,3,Blake Shelton,Love Gets In The Way (Album Version),country,Twista,I'm A Winner (Amended Album Version),hip hop,3807.0
raw inner product,1,George Strait,I'd Like To Have That One Back,country,Lauryn Hill,Interlude 5,r&b/soul,3479.0
raw inner product,2,George Strait,I'd Like To Have That One Back,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3393.0
raw inner product,3,George Strait,I'd Like To Have That One Back,country,Eminem,8 Mile,hip hop,3098.0
raw inner product,1,George Strait,Marina Del Rey,country,Lauryn Hill,Interlude 5,r&b/soul,2010.0
raw inner product,2,George Strait,Marina Del Rey,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1690.0
raw inner product,3,George Strait,Marina Del Rey,country,The Pharcyde,Otha Fish,hip hop,1438.0
raw inner product,1,George Strait,Milk Cow Blues,country,Lauryn Hill,Interlude 5,r&b/soul,4422.0
raw inner product,2,George Strait,Milk Cow Blues,country,Twista,I'm A Winner (Amended Album Version),hip hop,3751.0
raw inner product,3,George Strait,Milk Cow Blues,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3679.0
raw inner product,1,Josh Turner,Another Try,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2793.0
raw inner product,2,Josh Turner,Another Try,country,Eminem,8 Mile,hip hop,2726.0
raw inner product,3,Josh Turner,Another Try,country,Lauryn Hill,Interlude 5,r&b/soul,2672.0
raw inner product,1,Josh Turner,As Fast As I Could,country,Lauryn Hill,Interlude 5,r&b/soul,4904.0
raw inner product,2,Josh Turner,As Fast As I Could,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,4482.0
raw inner product,3,Josh Turner,As Fast As I Could,country,Twista,I'm A Winner (Amended Album Version),hip hop,4328.0
raw inner product,1,Daft Punk,One More Time / Aerodynamic,electronic,Lauryn Hill,Interlude 5,r&b/soul,886.0
raw inner product,2,Daft Punk,One More Time / Aerodynamic,electronic,Danity Kane,Hold Me Down (Album Version),r&b/soul,685.0
raw inner product,3,Daft Punk,One More Time / Aerodynamic,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,588.0
raw inner product,1,Daft Punk,One More Time (Romanthony's Unplugged),electronic,Lauryn Hill,Interlude 5,r&b/soul,3417.0
raw inner product,2,Daft Punk,One More Time (Romanthony's Unplugged),electronic,Twista,I'm A Winner (Amended Album Version),hip hop,2264.0
raw inner product,3,Daft Punk,One More Time (Romanthony's Unplugged),electronic,Ja Rule,One of Us,hip hop,2193.0
raw inner product,1,Daft Punk,Touch It / Technologic,electronic,Vanilla Ice,Ice Is Workin' It,hip hop,17762.0
raw inner product,2,Daft Punk,Touch It / Technologic,electronic,Charley Patton,Shake It And Break It,blues,12393.0
raw inner product,3,Daft Punk,Touch It / Technologic,electronic,Meat Loaf,If It Aint Broke Break It,rock,9883.0
raw inner product,1,Ke$ha,Boots &  Boys,electronic,Lauryn Hill,Interlude 5,r&b/soul,7159.0
raw inner product,2,Ke$ha,Boots &  Boys,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,5610.0
raw inner product,3,Ke$ha,Boots &  Boys,electronic,Twista,I'm A Winner (Amended Album Version),hip hop,5042.0
raw inner product,1,Ke$ha,Animal,electronic,Lauryn Hill,Interlude 5,r&b/soul,2855.0
raw inner product,2,Ke$ha,Animal,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2445.0
raw inner product,3,Ke$ha,Animal,electronic,Eminem,8 Mile,hip hop,2084.0
raw inner product,1,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Lauryn Hill,Interlude 5,r&b/soul,12488.0
raw inner product,2,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Twista,I'm A Winner (Amended Album Version),hip hop,10641.0
raw inner product,3,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Eminem,My Darling,hip hop,8864.0
raw inner product,1,Owl City,Captains and Cruise Ships,electronic,Lauryn Hill,Interlude 5,r&b/soul,4515.0
raw inner product,2,Owl City,Captains and Cruise Ships,electronic,Twista,I'm A Winner (Amended Album Version),hip hop,3927.0
raw inner product,3,Owl City,Captains and Cruise Ships,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3868.0
raw inner product,1,Owl City,Designer Skyline,electronic,Lauryn Hill,Interlude 5,r&b/soul,1541.0
raw inner product,2,Owl City,Designer Skyline,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1175.0
raw inner product,3,Owl City,Designer Skyline,electronic,Eminem,My Darling,hip hop,842.0
raw inner product,1,Owl City,Early Birdie,electronic,Lauryn Hill,Interlude 5,r&b/soul,1648.0
raw inner product,2,Owl City,Early Birdie,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1532.0
raw inner product,3,Owl City,Early Birdie,electronic,Twista,I'm A Winner (Amended Album Version),hip hop,1283.0
raw inner product,1,Owl City,Meteor Shower,electronic,Lauryn Hill,Interlude 5,r&b/soul,1163.0
raw inner product,2,Owl City,Meteor Shower,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1160.0
raw inner product,3,Owl City,Meteor Shower,electronic,Erykah Badu,I Want You,r&b/soul,1140.0
raw inner product,1,Owl City,This Is The Future,electronic,Lauryn Hill,Interlude 5,r&b/soul,1856.0
raw inner product,2,Owl City,This Is The Future,electronic,Eminem,My Darling,hip hop,1367.0
raw inner product,3,Owl City,This Is The Future,electronic,Pain of Salvation,Spitfall,metal,1234.0
raw inner product,1,30 Seconds To Mars,Kings and Queens (Innerpartysystem Remix Main),electronic,Lauryn Hill,Interlude 5,r&b/soul,2013.0
raw inner product,2,30 Seconds To Mars,Kings and Queens (Innerpartysystem Remix Main),electronic,Ja Rule,One of Us,hip hop,1452.0
raw inner product,3,30 Seconds To Mars,Kings and Queens (Innerpartysystem Remix Main),electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1150.0
raw inner product,1,LMFAO,Bounce,electronic,Lauryn Hill,Interlude 5,r&b/soul,5836.0
raw inner product,2,LMFAO,Bounce,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,5283.0
raw inner product,3,LMFAO,Bounce,electronic,Twista,I'm A Winner (Amended Album Version),hip hop,4858.0
raw inner product,1,Crystal Castles,Vanished,electronic,Lauryn Hill,Interlude 5,r&b/soul,3888.0
raw inner product,2,Crystal Castles,Vanished,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3138.0
raw inner product,3,Crystal Castles,Vanished,electronic,Eminem,My Darling,hip hop,2836.0
raw inner product,1,Crystal Castles,Xxzxcuzx,electronic,Lauryn Hill,Interlude 5,r&b/soul,1470.0
raw inner product,2,Crystal Castles,Xxzxcuzx,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,850.0
raw inner product,3,Crystal Castles,Xxzxcuzx,electronic,Twista,I'm A Winner (Amended Album Version),hip hop,775.0
